uni_name,urap_id
UNIVERSITY OF DAYTON,URAP01811
UNIVERSITY OF DEBRECEN,URAP01812
UNIVERSITY OF DELAWARE,URAP01813
UNIVERSITY OF DELHI,URAP01814
UNIVERSITY OF DENVER,URAP01815
UNIVERSITY OF DERBY,URAP01816
UNIVERSITY OF DETROIT MERCY,URAP01817
UNIVERSITY OF DHAKA,URAP01818
UNIVERSITY OF DOUALA,URAP01819
UNIVERSITY OF DSCHANG,URAP01820
UNIVERSITY OF DUBLIN TRINITY COLLEGE,URAP01821
UNIVERSITY OF DUISBURG-ESSEN,URAP01822
UNIVERSITY OF DUNDEE,URAP01823
UNIVERSITY OF EAST ANGLIA,URAP01824
UNIVERSITY OF EAST LONDON,URAP01825
UNIVERSITY OF ECONOMICS PRAGUE,URAP01826
UNIVERSITY OF EDINBURGH,URAP01827
UNIVERSITY OF ELECTRO-COMMUNICATIONS,URAP01828
UNIVERSITY OF ELECTROECOMMUNICATIONS,URAP01829
UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA,URAP01830
UNIVERSITY OF ESSEX,URAP01831
UNIVERSITY OF EXETER,URAP01832
UNIVERSITY OF FERRARA,URAP01833
UNIVERSITY OF FLORIDA,URAP01834
UNIVERSITY OF FOGGIA,URAP01835
UNIVERSITY OF FRIBOURG,URAP01836
UNIVERSITY OF FUKUI,URAP01837
UNIVERSITY OF GAVLE,URAP01838
UNIVERSITY OF GEORGIA,URAP01839
UNIVERSITY OF GEORGIA GRIFFIN CAMPUS,URAP01840
UNIVERSITY OF GHANA,URAP01841
UNIVERSITY OF GLAMORGAN,URAP01842
UNIVERSITY OF GLASGOW,URAP01843
UNIVERSITY OF GLOUCESTERSHIRE,URAP01844
UNIVERSITY OF GRAZ,URAP01845
UNIVERSITY OF GREENWICH,URAP01846
UNIVERSITY OF GREIFSWALD,URAP01847
UNIVERSITY OF GRONINGEN,URAP01848
UNIVERSITY OF GUAM,URAP01849
UNIVERSITY OF GUELPH,URAP01850
UNIVERSITY OF GUILAN,URAP01851
UNIVERSITY OF HAIFA,URAP01852
UNIVERSITY OF HARTFORD,URAP01853
UNIVERSITY OF HAWAII AT MANOA,URAP01854
UNIVERSITY OF HAWAII HILO,URAP01855
UNIVERSITY OF HELSINKI,URAP01856
UNIVERSITY OF HERTFORDSHIRE,URAP01857
UNIVERSITY OF HONG KONG,URAP01858
UNIVERSITY OF HOUSTON,URAP01859
UNIVERSITY OF HUDDERSFIELD,URAP01860
UNIVERSITY OF HULL,URAP01861
UNIVERSITY OF HYDERABAD,URAP01862
UNIVERSITY OF HYOGO KOBE,URAP01863
UNIVERSITY OF IBADAN,URAP01864
UNIVERSITY OF ICELAND,URAP01865
UNIVERSITY OF IDAHO,URAP01866
UNIVERSITY OF ILLINOIS CHICAGO,URAP01867
UNIVERSITY OF ILLINOIS SPRINGFIELD,URAP01868
UNIVERSITY OF ILLINOIS URBANA CHAMPAIGN,URAP01869
UNIVERSITY OF ILORIN,URAP01870
UNIVERSITY OF INDONESIA,URAP01871
UNIVERSITY OF INTERNATIONAL BUSINESS AND ECONOMICS,URAP01872
UNIVERSITY OF IOANNINA,URAP01873
UNIVERSITY OF IOWA,URAP01874
UNIVERSITY OF ISFAHAN,URAP01875
UNIVERSITY OF JAMMU,URAP01876
UNIVERSITY OF JENA,URAP01877
UNIVERSITY OF JOHANNESBURG,URAP01878
UNIVERSITY OF JORDAN,URAP01879
UNIVERSITY OF KALMAR,URAP01880
UNIVERSITY OF KALYANI,URAP01881
UNIVERSITY OF KANSAS LAWRENCE,URAP01882
UNIVERSITY OF KARACHI,URAP01883
UNIVERSITY OF KARLSTAD,URAP01884
UNIVERSITY OF KASHAN,URAP01885
UNIVERSITY OF KASHMIR,URAP01886
UNIVERSITY OF KENT,URAP01887
UNIVERSITY OF KENTUCKY,URAP01888
UNIVERSITY OF KERALA,URAP01889
UNIVERSITY OF KIEL,URAP01890
UNIVERSITY OF KRAGUJEVAC,URAP01891
UNIVERSITY OF KUOPIO,URAP01892
UNIVERSITY OF KUWAIT,URAP01893
UNIVERSITY OF KWAZULU-NATAL,URAP01894
UNIVERSITY OF KWAZULUENATAL,URAP01895
UNIVERSITY OF LAGOS,URAP01896
UNIVERSITY OF LATVIA,URAP01897
UNIVERSITY OF LEEDS,URAP01898
UNIVERSITY OF LEICESTER,URAP01899
UNIVERSITY OF LETHBRIDGE,URAP01900
UNIVERSITY OF LIFE SCIENCES IN POZNAN,URAP01901
UNIVERSITY OF LIMERICK,URAP01902
UNIVERSITY OF LIMPOPO,URAP01903
UNIVERSITY OF LIVERPOOL,URAP01904
UNIVERSITY OF LJUBLJANA,URAP01905
UNIVERSITY OF LODZ,URAP01906
UNIVERSITY OF LOME,URAP01907
UNIVERSITY OF LONDON - ST GEORGES,URAP01908
UNIVERSITY OF LONDON E ST GEORGES,URAP01909
UNIVERSITY OF LOUISIANA AT LAFAYETTE,URAP01910
UNIVERSITY OF LOUISIANA AT MONROE,URAP01911
UNIVERSITY OF LOUISVILLE,URAP01912
UNIVERSITY OF LUCKNOW,URAP01913
UNIVERSITY OF MAASTRICHT,URAP01914
UNIVERSITY OF MACAU,URAP01915
UNIVERSITY OF MACEDONIA,URAP01916
UNIVERSITY OF MADRAS,URAP01917
UNIVERSITY OF MAINE,URAP01918
UNIVERSITY OF MALTA,URAP01919
UNIVERSITY OF MANCHESTER,URAP01920
UNIVERSITY OF MANITOBA,URAP01921
UNIVERSITY OF MARIBOR,URAP01922
UNIVERSITY OF MARYLAND,URAP01923
UNIVERSITY OF MARYLAND BALTIMORE,URAP01924
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,URAP01925
UNIVERSITY OF MASSACHUSETTS AMHERST,URAP01926
UNIVERSITY OF MASSACHUSETTS BOSTON,URAP01927
UNIVERSITY OF MASSACHUSETTS DARTMOUTH,URAP01928
UNIVERSITY OF MASSACHUSETTS LOWELL,URAP01929
UNIVERSITY OF MEDICINE AND DENTISTRY NEW JERSEY,URAP01930
UNIVERSITY OF MELBOURNE,URAP01931
UNIVERSITY OF MEMPHIS,URAP01932
UNIVERSITY OF MIAMI,URAP01933
UNIVERSITY OF MICHIGAN ANN ARBOR,URAP01934
UNIVERSITY OF MICHIGANE DEARBORN,URAP01935
UNIVERSITY OF MICHIGAN FLINT,URAP01936
UNIVERSITY OF MICHIGAN-DEARBORN,URAP01937
UNIVERSITY OF MILANO - BICOCCA,URAP01938
UNIVERSITY OF MILANO E BICOCCA,URAP01939
UNIVERSITY OF MINNESOTA,URAP01940
UNIVERSITY OF MINNESOTA DULUTH,URAP01941
UNIVERSITY OF MISKOLC,URAP01942
UNIVERSITY OF MISSISSIPPI,URAP01943
UNIVERSITY OF MISSOURI COLUMBIA,URAP01944
UNIVERSITY OF MISSOURI KANSAS CITY,URAP01945
UNIVERSITY OF MISSOURI SAINT LOUIS,URAP01946
UNIVERSITY OF MODENA AND REGGIO EMILIA,URAP01947
UNIVERSITY OF MOHAGHEGH ARDABILI,URAP01948
UNIVERSITY OF MONASTIR,URAP01949
UNIVERSITY OF MONTANA MISSOULA,URAP01950
UNIVERSITY OF MONTENEGRO,URAP01951
UNIVERSITY OF MUMBAI,URAP01952
UNIVERSITY OF MYSORE,URAP01953
UNIVERSITY OF NAIROBI,URAP01954
UNIVERSITY OF NANTES,URAP01955
UNIVERSITY OF NEBRASKA LINCOLN,URAP01956
UNIVERSITY OF NEBRASKA MEDICAL CENTER,URAP01957
UNIVERSITY OF NEBRASKA OMAHA,URAP01958
UNIVERSITY OF NEVADA LAS VEGAS,URAP01959
UNIVERSITY OF NEVADA RENO,URAP01960
UNIVERSITY OF NEW BRUNSWICK,URAP01961
UNIVERSITY OF NEW ENGLAND AUSTRALIA,URAP01962
UNIVERSITY OF NEW HAMPSHIRE,URAP01963
UNIVERSITY OF NEW MEXICO,URAP01964
UNIVERSITY OF NEW ORLEANS,URAP01965
UNIVERSITY OF NEW SOUTH WALES,URAP01966
UNIVERSITY OF NEWCASTLE AUSTRALIA,URAP01967
UNIVERSITY OF NEWCASTLE UPON TYNE,URAP01968
UNIVERSITY OF NIGERIA,URAP01969
UNIVERSITY OF NIS,URAP01970
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL,URAP01971
UNIVERSITY OF NORTH CAROLINA CHARLOTTE,URAP01972
UNIVERSITY OF NORTH CAROLINA GREENSBORO,URAP01973
UNIVERSITY OF NORTH CAROLINA WILMINGTON,URAP01974
UNIVERSITY OF NORTH DAKOTA,URAP01975
UNIVERSITY OF NORTH FLORIDA,URAP01976
UNIVERSITY OF NORTH TEXAS,URAP01977
UNIVERSITY OF NORTHAMPTON,URAP01978
UNIVERSITY OF NORTHERN BRITISH COLUMBIA,URAP01979
UNIVERSITY OF NORTHERN COLORADO,URAP01980
UNIVERSITY OF NORTHERN IOWA,URAP01981
UNIVERSITY OF NOTRE DAME,URAP01982
UNIVERSITY OF NOTTINGHAM,URAP01983
UNIVERSITY OF NOVI SAD,URAP01984
UNIVERSITY OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,URAP01985
UNIVERSITY OF OKLAHOMA,URAP01986
UNIVERSITY OF OREGON,URAP01987
UNIVERSITY OF ORIENTE,URAP01988
UNIVERSITY OF OSLO,URAP01989
UNIVERSITY OF OTAGO,URAP01990
UNIVERSITE DOTTAWA UNIVERSITY OF OTTAWA,URAP01991
UNIVERSITY OF OUAGADOUGOU,URAP01992
UNIVERSITY OF OULU,URAP01993
UNIVERSITY OF OXFORD,URAP01994
UNIVERSITY OF PARDUBICE,URAP01995
UNIVERSITY OF PARMA,URAP01996
UNIVERSITY OF PATRAS,URAP01997
UNIVERSITY OF PECS,URAP01998
UNIVERSITY OF PENNSYLVANIA,URAP01999
UNIVERSITY OF PERADENIYA,URAP02000
UNIVERSITY OF PERUGIA,URAP02001
UNIVERSITY OF PESHAWAR,URAP02002
UNIVERSITY OF PITTSBURGH,URAP02003
UNIVERSITY OF PLYMOUTH,URAP02004
UNIVERSITY OF PORTSMOUTH,URAP02005
UNIVERSITY OF PRETORIA,URAP02006
UNIVERSITY OF PRINCE EDWARD ISLAND,URAP02007
UNIVERSITY OF PROVENCE (AIX-MARSEILLE 1),URAP02008
UNIVERSITY OF PROVENCE (AIXEMARSEILLE 1),URAP02009
UNIVERSITY OF PUGET SOUND,URAP02010
UNIVERSITY OF PUNE,URAP02011
UNIVERSITY OF QATAR,URAP02012
UNIVERSITY OF QUEENSLAND,URAP02013
UNIVERSITY OF RAJASTHAN,URAP02014
UNIVERSITY OF READING,URAP02015
UNIVERSITY OF REGGIO CALABRIA,URAP02016
UNIVERSITY OF REGINA,URAP02017
UNIVERSITY OF RHODE ISLAND,URAP02018
UNIVERSITY OF RICHMOND,URAP02019
UNIVERSITY OF RIJEKA,URAP02020
UNIVERSITY OF ROCHESTER,URAP02021
UNIVERSITY OF ROSTOCK,URAP02022
UNIVERSITY OF SALFORD,URAP02023
UNIVERSITY OF SAN DIEGO,URAP02024
UNIVERSITY OF SAN FRANCISCO,URAP02025
UNIVERSITY OF SARAJEVO,URAP02026
UNIVERSITY OF SARGODHA,URAP02027
UNIVERSITY OF SASKATCHEWAN,URAP02028
UNIVERSITY OF SCIENCE & TECHNOLOGY BEIJING,URAP02029
UNIVERSITY OF SCIENCE AND TECHNOLOGY OF CHINA,URAP02030
UNIVERSITY OF SCIENCES AND TECHNOLOGY HOUARI BOUMEDIENE,URAP02031
UNIVERSITY OF SEOUL,URAP02032
UNIVERSITY OF SFAX,URAP02033
UNIVERSITY OF SHANGHAI FOR SCIENCE AND TECHNOLOGY,URAP02034
UNIVERSITY OF SHARJAH,URAP02035
UNIVERSITY OF SHEFFIELD,URAP02036
UNIVERSITY OF SHERBROOKE,URAP02037
UNIVERSITY OF SHIGA PREFECTURE,URAP02038
UNIVERSITY OF SHIZUOKA,URAP02039
UNIVERSITY OF SOUTH AFRICA,URAP02040
UNIVERSITY OF SOUTH ALABAMA,URAP02041
UNIVERSITY OF SOUTH AUSTRALIA,URAP02042
UNIVERSITY OF SOUTH BOHEMIA,URAP02043
UNIVERSITY OF SOUTH CAROLINA,URAP02044
UNIVERSITY OF SOUTH DAKOTA,URAP02045
UNIVERSITY OF SOUTH FLORIDA,URAP02046
UNIVERSITY OF SOUTHAMPTON,URAP02047
UNIVERSITY OF SOUTHERN BRITTANY,URAP02048
UNIVERSITY OF SOUTHERN CALIFORNIA,URAP02049
UNIVERSITY OF SOUTHERN DENMARK,URAP02050
UNIVERSITY OF SOUTHERN MAINE,URAP02051
UNIVERSITY OF SOUTHERN MISSISSIPPI,URAP02052
UNIVERSITY OF SOUTHERN QUEENSLAND,URAP02053
UNIVERSITY OF SPLIT,URAP02054
UNIVERSITY OF ST GALLEN (HSG),URAP02055
UNIVERSITY OF SAINT ANDREWS,URAP02056
UNIVERSITY OF STAVANGER,URAP02057
UNIVERSITY OF STIRLING,URAP02058
UNIVERSITY OF STRATHCLYDE,URAP02059
UNIVERSITY OF SUNDERLAND,URAP02060
UNIVERSITY OF SURREY,URAP02061
UNIVERSITY OF SUSSEX,URAP02062
UNIVERSITY OF SYDNEY,URAP02063
UNIVERSITY OF SZEGED,URAP02064
UNIVERSITY OF TAMPERE,URAP02065
UNIVERSITY OF TANTA,URAP02066
UNIVERSITY OF TASMANIA,URAP02067
UNIVERSITY OF TECHNOLOGY BRNO,URAP02068
UNIVERSITY OF TECHNOLOGY SYDNEY,URAP02069
UNIVERSITY OF TEESSIDE,URAP02070
UNIVERSITY OF TEHRAN,URAP02071
UNIVERSITY OF TENNESSEE E HEALTH SCIENCE CENTER AT MEMPHIS,URAP02072
UNIVERSITY OF TENNESSEE KNOXVILLE,URAP02073
UNIVERSITY OF TENNESSEE CHATTANOOGA,URAP02074
UNIVERSITY OF TENNESSEE - HEALTH SCIENCE CENTER AT MEMPHIS,URAP02075
UNIVERSITY OF TEXAS ARLINGTON,URAP02076
UNIVERSITY OF TEXAS AUSTIN,URAP02077
UNIVERSITY OF TEXAS BROWNSVILLE,URAP02078
UNIVERSITY OF TEXAS DALLAS,URAP02079
UNIVERSITY OF TEXAS EL PASO,URAP02080
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,URAP02081
UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,URAP02082
UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,URAP02083
UNIVERSITY OF TEXAS SAN ANTONIO,URAP02084
UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,URAP02085
UNIVERSITY OF TEXAS-PAN AMERICAN,URAP02086
UNIVERSITY OF TEXASEPAN AMERICAN,URAP02087
UNIVERSITY OF THE AEGEAN,URAP02088
UNIVERSITY OF THE FREE STATE,URAP02089
UNIVERSITY OF THE MEDITERRANEAN (AIX-MARSEILLE 2),URAP02090
UNIVERSITY OF THE MEDITERRANEAN (AIXEMARSEILLE 2),URAP02091
UNIVERSITY OF THE PACIFIC,URAP02092
UNIVERSITY OF THE PHILIPPINES,URAP02093
UNIVERSITY OF THE PUNJAB LAHORE,URAP02094
UNIVERSITY OF THE RYUKYUS,URAP02095
UNIVERSITY OF THE SOUTH PACIFIC,URAP02096
UNIVERSITY OF THE WEST INDIES,URAP02097
UNIVERSITY OF THE WEST INDIES MONA JAMAICA,URAP02098
UNIVERSITY OF THE WEST INDIES SYSTEM,URAP02099
UNIVERSITY OF THE WEST INDIES TRINIDAD AND TOBAGO,URAP02100
UNIVERSITY OF THE WEST OF ENGLAND,URAP02101
UNIVERSITY OF THE WESTERN CAPE,URAP02102
UNIVERSITY OF THE WITWATERSRAND,URAP02103
UNIVERSITY OF THESSALY,URAP02104
UNIVERSITY OF TILBURG,URAP02105
UNIVERSITY OF TOKUSHIMA,URAP02106
UNIVERSITY OF TOKYO,URAP02107
UNIVERSITY OF TOLEDO,URAP02108
UNIVERSITY OF TORONTO,URAP02109
UNIVERSITY OF TORONTO AT MISSISSAUGA,URAP02110
UNIVERSITY OF TORONTO AT SCARBOROUGH,URAP02111
UNIVERSITY OF TOYAMA,URAP02112
UNIVERSITY OF TRIESTE,URAP02113
UNIVERSITY OF TROMSO,URAP02114
UNIVERSITY OF TSUKUBA,URAP02115
UNIVERSITY OF TULSA,URAP02116
UNIVERSITY OF TUNIS,URAP02117
UNIVERSITY OF TURKU,URAP02118
UNIVERSITY OF TWENTE,URAP02119
UNIVERSITY OF UDINE,URAP02120
UNIVERSITY OF ULSTER,URAP02121
UNIVERSITY OF UTAH,URAP02122
UNIVERSITY OF VERACRUZ,URAP02123
UNIVERSITY OF VERMONT,URAP02124
UNIVERSITY OF VERONA,URAP02125
UNIVERSITY OF VETERINARY AND PHARMACEUTICAL SCIENCES,URAP02126
UNIVERSITY OF VETERINARY AND PHARMACEUTICAL SCIENCES BRNO,URAP02127
UNIVERSITY OF VICTORIA BRITISH COLUMBIA,URAP02128
UNIVERSITY OF VILNIUS,URAP02129
UNIVERSITY OF VIRGINIA,URAP02130
UNIVERSITY OF WAIKATO,URAP02131
UNIVERSITY OF WARMIA AND MAZURY,URAP02132
UNIVERSITY OF WARWICK,URAP02133
UNIVERSITY OF WASHINGTON BOTHELL,URAP02134
UNIVERSITY OF WASHINGTON SEATTLE,URAP02135
UNIVERSITY OF WATERLOO,URAP02136
UNIVERSITY OF WEST BOHEMIA,URAP02137
UNIVERSITY OF WEST FLORIDA,URAP02138
UNIVERSITY OF WEST HUNGARY,URAP02139
UNIVERSITY OF WESTERN AUSTRALIA,URAP02140
UNIVERSITY OF WESTERN ONTARIO,URAP02141
UNIVERSITY OF WESTERN SYDNEY,URAP02142
UNIVERSITY OF WESTMINSTER,URAP02143
UNIVERSITY OF WINDSOR,URAP02144
UNIVERSITY OF WINNIPEG,URAP02145
UNIVERSITY OF WISCONSIN EAU CLAIRE,URAP02146
UNIVERSITY OF WISCONSIN LA CROSSE,URAP02147
UNIVERSITY OF WISCONSIN MADISON,URAP02148
UNIVERSITY OF WISCONSIN MILWAUKEE,URAP02149
UNIVERSITY OF WISCONSIN OSHKOSH,URAP02150
UNIVERSITY OF WISCONSIN STEVENS POINT,URAP02151
UNIVERSITY OF WISCONSIN WHITEWATER,URAP02152
UNIVERSITY OF WOLLONGONG,URAP02153
UNIVERSITY OF WOLVERHAMPTON,URAP02154
UNIVERSITY OF WYOMING,URAP02155
UNIVERSITY OF YAMANASHI,URAP02156
UNIVERSITY OF YORK,URAP02157
UNIVERSITY OF ZAGREB,URAP02158
UNIVERSITY OF ZAMBIA,URAP02159
UNIVERSITY OF ZIELONA GORA,URAP02160
UNIVERSITY OF ZILINA,URAP02161
UNIVERSITY OF ZIMBABWE,URAP02162
UNIVERSITY POLITECHNICA OF BUCHAREST,URAP02163
UNIVERZITET U TUZLI,URAP02164
UNIWERSYTET JAGIELLONSKI W KRAKOWIE,URAP02165
UNIWERSYTET MEDYCZNY W LODZI,URAP02166
UNIWERSYTET PRZYRODNICZY W LUBLINIE,URAP02167
UNIWERSYTET PRZYRODNICZY WE WROCLAWIU,URAP02168
UNIWERSYTET W BIALYMSTOKU,URAP02169
UPPSALA UNIVERSITY,URAP02170
URAL STATE UNIVERSITY,URAP02171
URMIA UNIVERSITY,URAP02172
UTAH STATE UNIVERSITY,URAP02173
UTKAL UNIVERSITY,URAP02174
UTRECHT UNIVERSITY,URAP02175
UTSUNOMIYA UNIVERSITY,URAP02176
UZ GASTHUISBERG,URAP02177
VALPARAISO UNIVERSITY,URAP02178
VANDERBILT UNIVERSITY,URAP02179
VASSAR COLLEGE,URAP02180
VAXJO UNIVERSITY,URAP02181
VETERINARMEDIZINISCHE UNIVERSITAT WIEN,URAP02182
VICTOR BABES UNIVERSITY OF MEDICINE AND PHARMACY,URAP02183
VICTOR SEGALEN BORDEAUX 2 UNIVERSITY,URAP02184
VICTORIA UNIVERSITY OF WELLINGTON,URAP02185
VICTORIA UNIVERSITY AUSTRALIA,URAP02186
VIETNAM NATIONAL UNIVERSITY,URAP02187
VILLANOVA UNIVERSITY,URAP02188
VILNIUS GEDIMINAS TECHNICAL UNIVERSITY,URAP02189
VIRGINIA COMMONWEALTH UNIVERSITY,URAP02190
VIRGINIA POLYTECHNIC INSTITUTE AND STATE UNIVERSITY,URAP02191
VISVA-BHARATI UNIVERSITY,URAP02192
VISVAEBHARATI UNIVERSITY,URAP02193
VORONEZH STATE UNIVERSITY,URAP02194
VU UNIVERSITY OF AMSTERDAM,URAP02195
VYTAUTAS MAGNUS UNIVERSITY,URAP02196
WAGENINGEN UNIVERSITY & RESEARCH CENTRE,URAP02197
WAKAYAMA MEDICAL UNIVERSITY,URAP02198
WAKAYAMA UNIVERSITY,URAP02199
WAKE FOREST UNIVERSITY,URAP02200
WARSAW UNIVERSITY,URAP02201
WARSAW UNIVERSITY OF TECHNOLOGY,URAP02202
WASEDA UNIVERSITY,URAP02203
WASHINGTON & LEE UNIVERSITY,URAP02204
WASHINGTON STATE UNIVERSITY PULLMAN,URAP02205
WASHINGTON UNIVERSITY SAINT LOUIS,URAP02206
WATERFORD INSTITUTE OF TECHNOLOGY,URAP02207
WAYNE STATE UNIVERSITY,URAP02208
WEIZMANN INSTITUTE OF SCIENCE,URAP02209
WELLESLEY COLLEGE,URAP02210
WENZHOU MEDICAL COLLEGE,URAP02211
WENZHOU UNIVERSITY,URAP02212
WESLEYAN UNIVERSITY,URAP02213
WEST CHESTER UNIVERSITY OF PENNSYLVANIA,URAP02214
WEST VIRGINIA UNIVERSITY,URAP02215
WESTERN CAROLINA UNIVERSITY,URAP02216
WESTERN ILLINOIS UNIVERSITY,URAP02217
WESTERN KENTUCKY UNIVERSITY,URAP02218
WESTERN MICHIGAN UNIVERSITY,URAP02219
WESTERN WASHINGTON UNIVERSITY,URAP02220
WICHITA STATE UNIVERSITY,URAP02221
WILFRID LAURIER UNIVERSITY,URAP02222
WILLAMETTE UNIVERSITY,URAP02223
WILLIAMS COLLEGE,URAP02224
WIRTSCHAFTSUNIVERSITAT WIEN,URAP02225
WOJSKOWA AKADEMIA TECHNICZNA,URAP02226
WONKWANG UNIVERSITY,URAP02227
WOODS HOLE OCEANOGRAPHIC INSTITUTION,URAP02228
WORCESTER POLYTECHNIC INSTITUTE,URAP02229
WRIGHT STATE UNIVERSITY,URAP02230
WROCLAW UNIVERSITY,URAP02231
WROCLAW UNIVERSITY OF TECHNOLOGY,URAP02232
WUHAN UNIVERSITY,URAP02233
WUHAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,URAP02234
WUHAN UNIVERSITY OF TECHNOLOGY,URAP02235
XIAMEN UNIVERSITY,URAP02236
XIAN JIAOTONG UNIVERSITY,URAP02237
XIAN UNIVERSITY OF ARCHITECTURE AND TECHNOLOGY,URAP02238
XIAN UNIVERSITY OF ENGINEERING SCIENCE AND TECHNOLOGY,URAP02239
XIAN UNIVERSITY OF TECHNOLOGY,URAP02240
XIANGTAN UNIVERSITY,URAP02241
XIDIAN UNIVERSITY,URAP02242
XIHUA UNIVERSITY,URAP02243
XINJIANG UNIVERSITY,URAP02244
XUZHOU NORMAL UNIVERSITY,URAP02245
YALE UNIVERSITY,URAP02246
YAMAGATA UNIVERSITY,URAP02247
YAMAGUCHI UNIVERSITY,URAP02248
YANBIAN UNIVERSITY,URAP02249
YANGTZE UNIVERSITY,URAP02250
YANGZHOU UNIVERSITY,URAP02251
YANSHAN UNIVERSITY,URAP02252
YANTAI UNIVERSITY,URAP02253
YARMOUK UNIVERSITY,URAP02254
YAZD UNIVERSITY,URAP02255
YEDITEPE UNIVERSITY,URAP02256
YEREVAN STATE UNIVERSITY,URAP02257
YESHIVA UNIVERSITY,URAP02258
YEUNGNAM UNIVERSITY,URAP02259
YILDIZ TECHNICAL UNIVERSITY,URAP02260
YOKOHAMA CITY UNIVERSITY,URAP02261
YOKOHAMA NATIONAL UNIVERSITY,URAP02262
YONSEI UNIVERSITY,URAP02263
YORK UNIVERSITY,URAP02264
YOUNGSTOWN STATE UNIVERSITY,URAP02265
YUAN ZE UNIVERSITY,URAP02266
YUNNAN AGRICULTURAL UNIVERSITY,URAP02267
YUNNAN UNIVERSITY,URAP02268
YUZUNCU YIL UNIVERSITY,URAP02269
ZAGAZIG UNIVERSITY,URAP02270
ZANJAN UNIVERSITY,URAP02271
ZHEJIANG AGRICULTURE & FORESTRY UNIVERSITY,URAP02272
ZHEJIANG GONGSHANG UNIVERSITY,URAP02273
ZHEJIANG NORMAL UNIVERSITY,URAP02274
ZHEJIANG UNIVERSITY,URAP02275
ZHEJIANG UNIVERSITY OF SCIENCE AND TECHNOLOGY,URAP02276
ZHEJIANG UNIVERSITY OF TECHNOLOGY,URAP02277
ZHENGZHOU UNIVERSITY,URAP02278
ZONGULDAK KARAELMAS UNIVERSITY,URAP02279
